#name: raw data
#device: UH-0000.00.00
#eegchannels: 4
#triggerchannels: 6
#samplingrate: 250
Channel 1,Channel 2,Channel 3,Channel 4,trigger,id,target,nontarget,trial,islast
100066.500,100069.300,100071.900,100078.800,0.000,0.000,0.000,0.000,0.000,0.000
99840.580,99843.340,99847.520,99857.270,0.000,0.000,0.000,0.000,0.000,0.000
99879.250,99883.150,99887.050,99900.340,0.000,0.000,0.000,0.000,0.000,0.000
100095.300,100100.300,100104.400,100118.600,0.000,0.000,0.000,0.000,0.000,0.000
100132.800,100137.900,100141.900,100157.100,0.000,0.000,0.000,0.000,0.000,0.000
99969.080,99973.420,99978.320,99993.160,0.000,0.000,0.000,0.000,0.000,0.000
99892.240,99896.950,99901.190,99915.360,0.000,0.000,0.000,0.000,0.000,0.000
99987.830,99991.710,99995.270,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100055.400,100058.600,100061.300,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100014.400,100015.700,100021.600,0.000,0.000,0.000,0.000,0.000,0.000
99981.990,99983.140,99982.880,99985.030,0.000,0.000,0.000,0.000,0.000,0.000
99998.810,99998.080,99997.860,99995.880,0.000,0.000,0.000,0.000,0.000,0.000
99969.070,99967.230,99965.100,99959.660,0.000,0.000,0.000,0.000,0.000,0.000
99926.180,99922.660,99920.090,99910.660,0.000,0.000,0.000,0.000,0.000,0.000
99993.320,99989.590,99985.720,99974.120,0.000,0.000,0.000,0.000,0.000,0.000
100087.900,100083.600,100079.400,100066.200,0.000,0.000,0.000,0.000,0.000,0.000
100012.800,100007.300,100003.000,99987.990,0.000,0.000,0.000,0.000,0.000,0.000
99848.280,99843.470,99839.110,99823.210,0.000,0.000,0.000,0.000,0.000,0.000
99886.130,99881.050,99876.740,99861.630,0.000,0.000,0.000,0.000,0.000,0.000
100101.900,100097.400,100093.200,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100137.200,100134.100,100124.000,0.000,0.000,0.000,0.000,0.000,0.000
99914.180,99912.410,99910.050,99902.350,0.000,0.000,0.000,0.000,0.000,0.000
99792.940,99792.060,99790.730,99787.100,0.000,0.000,0.000,0.000,0.000,0.000
99990.350,99990.840,99990.610,99990.230,0.000,0.000,0.000,0.000,0.000,0.000
100187.800,100188.700,100190.300,100193.700,0.000,0.000,0.000,0.000,0.000,0.000
100066.400,100068.600,100071.400,100078.600,0.000,0.000,0.000,0.000,0.000,0.000
99840.660,99843.730,99847.540,99857.360,0.000,0.000,0.000,0.000,0.000,0.000
99878.850,99883.300,99887.570,99899.870,0.000,0.000,0.000,0.000,0.000,0.000
100095.000,100100.000,100104.900,100119.000,0.000,0.000,0.000,0.000,0.000,0.000
100132.300,100137.400,100142.500,100157.800,0.000,0.000,0.000,0.000,0.000,0.000
99968.450,99973.490,99978.270,99993.150,0.000,0.000,0.000,0.000,0.000,0.000
99892.840,99896.900,99901.840,99915.610,0.000,0.000,0.000,0.000,0.000,0.000
99987.840,99991.530,99995.340,100006.600,0.000,0.000,0.000,0.000,0.000,0.000
100055.300,100057.600,100061.100,100070.000,0.000,0.000,0.000,0.000,0.000,0.000
100011.800,100014.000,100015.600,100021.800,0.000,0.000,0.000,0.000,0.000,0.000
99981.660,99982.790,99982.970,99985.440,0.000,0.000,0.000,0.000,0.000,0.000
99998.470,99998.120,99997.490,99996.050,0.000,0.000,0.000,0.000,0.000,0.000
99968.340,99966.460,99965.450,99959.950,0.000,0.000,0.000,0.000,0.000,0.000
99925.780,99922.820,99920.220,99911.480,0.000,0.000,0.000,0.000,0.000,0.000
99993.660,99990.050,99985.960,99974.240,0.000,0.000,0.000,0.000,0.000,0.000
100088.700,100084.300,100079.500,100066.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.900,100007.400,100002.700,99987.700,0.000,0.000,0.000,0.000,0.000,0.000
99848.130,99843.270,99838.660,99824.130,0.000,0.000,0.000,0.000,0.000,0.000
99885.730,99881.430,99876.770,99862.340,0.000,0.000,0.000,0.000,0.000,0.000
100101.900,100097.900,100093.500,100080.900,0.000,0.000,0.000,0.000,0.000,0.000
100141.100,100137.700,100134.100,100123.800,0.000,0.000,0.000,0.000,0.000,0.000
99914.660,99912.180,99909.880,99902.070,0.000,0.000,0.000,0.000,0.000,0.000
99792.870,99792.100,99791.050,99786.480,0.000,0.000,0.000,0.000,0.000,0.000
99990.690,99990.640,99990.090,99990.130,0.000,0.000,0.000,0.000,0.000,0.000
100188.400,100189.000,100190.600,100194.300,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100069.500,100071.700,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.340,99844.150,99847.230,99857.590,0.000,0.000,0.000,0.000,0.000,0.000
99878.990,99882.700,99887.420,99899.660,0.000,0.000,0.000,0.000,0.000,0.000
100095.100,100099.600,100104.700,100119.200,0.000,0.000,0.000,0.000,0.000,0.000
100132.000,100137.700,100142.800,100157.100,0.000,0.000,0.000,0.000,0.000,0.000
99968.690,99973.410,99978.060,99992.950,0.000,0.000,0.000,0.000,0.000,0.000
99892.310,99897.050,99901.430,99915.430,0.000,0.000,0.000,0.000,0.000,0.000
99987.750,99991.650,99995.480,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100055.500,100058.400,100061.300,100069.400,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100014.500,100015.700,100021.800,0.000,0.000,0.000,0.000,0.000,0.000
99981.760,99982.400,99983.550,99984.960,0.000,0.000,0.000,0.000,0.000,0.000
99998.660,99998.650,99997.770,99995.710,0.000,0.000,0.000,0.000,0.000,0.000
99968.320,99966.690,99965.580,99959.230,0.000,0.000,0.000,0.000,0.000,0.000
99925.800,99922.870,99919.540,99910.970,0.000,0.000,0.000,0.000,0.000,0.000
99993.790,99989.580,99985.960,99973.770,0.000,0.000,0.000,0.000,0.000,0.000
100088.500,100084.200,100079.800,100066.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100007.600,100002.300,99988.050,0.000,0.000,0.000,0.000,0.000,0.000
99848.630,99843.680,99838.740,99823.380,0.000,0.000,0.000,0.000,0.000,0.000
99885.920,99880.680,99875.970,99861.980,0.000,0.000,0.000,0.000,0.000,0.000
100102.200,100098.200,100093.100,100080.800,0.000,0.000,0.000,0.000,0.000,0.000
100141.000,100137.600,100134.000,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.640,99912.030,99909.520,99902.230,0.000,0.000,0.000,0.000,0.000,0.000
99793.310,99791.780,99790.310,99787.130,0.000,0.000,0.000,0.000,0.000,0.000
99990.210,99990.210,99990.300,99990.350,0.000,0.000,0.000,0.000,0.000,0.000
100187.700,100189.600,100190.900,100194.300,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100069.400,100071.800,100078.700,0.000,0.000,0.000,0.000,0.000,0.000
99840.480,99844.030,99847.320,99857.350,0.000,0.000,0.000,0.000,0.000,0.000
99878.840,99883.380,99887.570,99900.530,0.000,0.000,0.000,0.000,0.000,0.000
100095.000,100099.700,100104.400,100119.100,0.000,0.000,0.000,0.000,0.000,0.000
100132.100,100137.400,100142.900,100157.500,0.000,0.000,0.000,0.000,0.000,0.000
99968.250,99973.840,99977.950,99992.790,0.000,0.000,0.000,0.000,0.000,0.000
99892.470,99897.500,99901.160,99915.040,0.000,0.000,0.000,0.000,0.000,0.000
99987.790,99991.630,99994.840,100007.000,0.000,0.000,0.000,0.000,0.000,0.000
100055.500,100058.000,100061.300,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.700,100013.800,100016.200,100020.900,0.000,0.000,0.000,0.000,0.000,0.000
99982.520,99982.270,99982.870,99984.730,0.000,0.000,0.000,0.000,0.000,0.000
99999.190,99998.030,99997.480,99996.160,0.000,0.000,0.000,0.000,0.000,0.000
99969.250,99966.990,99964.770,99959.880,0.000,0.000,0.000,0.000,0.000,0.000
99926.320,99922.700,99919.980,99911.480,0.000,0.000,0.000,0.000,0.000,0.000
99993.840,99989.890,99985.380,99974.470,0.000,0.000,0.000,0.000,0.000,0.000
100088.700,100083.700,100079.500,100065.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100007.900,100002.100,99987.340,0.000,0.000,0.000,0.000,0.000,0.000
99848.720,99843.370,99838.880,99824.150,0.000,0.000,0.000,0.000,0.000,0.000
99886.040,99881.610,99876.630,99861.670,0.000,0.000,0.000,0.000,0.000,0.000
100102.300,100098.300,100093.400,100080.600,0.000,0.000,0.000,0.000,0.000,0.000
100140.700,100136.900,100133.700,100123.200,0.000,0.000,0.000,0.000,0.000,0.000
99914.420,99911.750,99909.770,99902.410,0.000,0.000,0.000,0.000,0.000,0.000
99793.490,99792.250,99790.220,99786.590,0.000,0.000,0.000,0.000,0.000,0.000
99990.060,99990.040,99990.250,99990.630,0.000,0.000,0.000,0.000,0.000,0.000
100187.800,100189.000,100190.300,100194.400,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100068.800,100071.200,100078.900,0.000,0.000,0.000,0.000,0.000,0.000
99840.650,99843.450,99846.840,99857.950,0.000,0.000,0.000,0.000,0.000,0.000
99879.010,99883.130,99886.980,99900.450,0.000,0.000,0.000,0.000,0.000,0.000
100095.000,100100.300,100104.300,100119.000,0.000,0.000,0.000,0.000,0.000,0.000
100132.900,100137.300,100142.000,100157.200,0.000,0.000,0.000,0.000,0.000,0.000
99968.370,99973.520,99978.070,99993.410,0.000,0.000,0.000,0.000,0.000,0.000
99892.260,99897.170,99902.080,99915.340,0.000,0.000,0.000,0.000,0.000,0.000
99987.770,99991.020,99995.380,100006.700,0.000,0.000,0.000,0.000,0.000,0.000
100055.200,100058.100,100061.500,100069.600,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100014.200,100015.800,100021.300,0.000,0.000,0.000,0.000,0.000,0.000
99981.710,99982.930,99982.880,99985.160,0.000,0.000,0.000,0.000,0.000,0.000
99999.250,99998.020,99997.950,99995.380,0.000,0.000,0.000,0.000,0.000,0.000
99969.100,99967.070,99965.240,99960.030,0.000,0.000,0.000,0.000,0.000,0.000
99925.670,99922.520,99920.020,99911.310,0.000,0.000,0.000,0.000,0.000,0.000
99993.130,99989.630,99985.840,99973.970,0.000,0.000,0.000,0.000,0.000,0.000
100088.200,100083.900,100079.100,100065.700,0.000,0.000,0.000,0.000,0.000,0.000
100012.700,100007.700,100002.400,99988.200,0.000,0.000,0.000,0.000,0.000,0.000
99849.090,99844.040,99838.840,99823.510,0.000,0.000,0.000,0.000,0.000,0.000
99885.460,99881.340,99876.050,99862.130,0.000,0.000,0.000,0.000,0.000,0.000
100102.000,100098.000,100094.000,100081.400,0.000,0.000,0.000,0.000,0.000,0.000
100140.900,100137.600,100134.100,100123.100,0.000,0.000,0.000,0.000,0.000,0.000
99914.340,99912.130,99909.090,99902.270,0.000,0.000,0.000,0.000,0.000,0.000
99792.610,99791.680,99790.230,99786.770,0.000,0.000,0.000,0.000,0.000,0.000
99990.040,99990.120,99990.100,99990.590,0.000,0.000,0.000,0.000,0.000,0.000
100187.900,100189.300,100190.500,100193.700,0.000,0.000,0.000,0.000,0.000,0.000
100067.000,100069.400,100071.100,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.770,99843.560,99847.580,99857.560,0.000,0.000,0.000,0.000,0.000,0.000
99879.410,99882.720,99887.130,99900.060,0.000,0.000,0.000,0.000,0.000,0.000
100095.200,100100.000,100104.600,100118.800,0.000,0.000,0.000,0.000,0.000,0.000
100132.700,100137.100,100142.800,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.780,99973.890,99978.810,99993.340,0.000,0.000,0.000,0.000,0.000,0.000
99892.910,99896.950,99901.460,99915.670,0.000,0.000,0.000,0.000,0.000,0.000
99987.650,99991.460,99994.800,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100054.700,100058.400,100060.600,100070.200,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100014.400,100015.600,100021.100,0.000,0.000,0.000,0.000,0.000,0.000
99982.350,99982.630,99983.330,99985.680,0.000,0.000,0.000,0.000,0.000,0.000
99998.530,99998.420,99997.930,99995.700,0.000,0.000,0.000,0.000,0.000,0.000
99968.890,99967.110,99965.420,99959.340,0.000,0.000,0.000,0.000,0.000,0.000
99926.050,99922.930,99919.930,99910.700,0.000,0.000,0.000,0.000,0.000,0.000
99993.000,99989.550,99985.350,99974.300,0.000,0.000,0.000,0.000,0.000,0.000
100088.900,100084.300,100079.900,100065.700,0.000,0.000,0.000,0.000,0.000,0.000
100012.800,100007.400,100002.500,99988.170,0.000,0.000,0.000,0.000,0.000,0.000
99848.710,99843.730,99838.800,99824.040,0.000,0.000,0.000,0.000,0.000,0.000
99885.410,99881.380,99876.220,99861.850,0.000,0.000,0.000,0.000,0.000,0.000
100101.900,100098.200,100093.600,100080.600,0.000,0.000,0.000,0.000,0.000,0.000
100140.700,100137.600,100133.600,100124.000,0.000,0.000,0.000,0.000,0.000,0.000
99914.620,99912.240,99909.140,99902.340,0.000,0.000,0.000,0.000,0.000,0.000
99792.910,99792.340,99790.950,99786.690,0.000,0.000,0.000,0.000,0.000,0.000
99990.770,99990.560,99990.200,99990.840,0.000,0.000,0.000,0.000,0.000,0.000
100187.800,100188.800,100189.900,100194.300,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100069.500,100071.800,100078.200,0.000,0.000,0.000,0.000,0.000,0.000
99839.840,99844.200,99846.950,99857.910,0.000,0.000,0.000,0.000,0.000,0.000
99878.640,99882.910,99887.610,99899.710,0.000,0.000,0.000,0.000,0.000,0.000
100095.500,100100.300,100104.100,100118.500,0.000,0.000,0.000,0.000,0.000,0.000
100132.500,100137.000,100142.500,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.450,99973.960,99978.480,99993.310,0.000,0.000,0.000,0.000,0.000,0.000
99892.880,99897.000,99901.260,99915.170,0.000,0.000,0.000,0.000,0.000,0.000
99987.590,99991.390,99995.550,100006.500,0.000,0.000,0.000,0.000,0.000,0.000
100055.500,100058.500,100060.600,100070.000,0.000,0.000,0.000,0.000,0.000,0.000
100011.800,100013.900,100016.300,100021.700,0.000,0.000,0.000,0.000,0.000,0.000
99982.100,99982.330,99983.160,99984.790,0.000,0.000,0.000,0.000,0.000,0.000
99998.700,99998.500,99997.590,99996.170,0.000,0.000,0.000,0.000,0.000,0.000
99968.810,99966.550,99964.810,99959.410,0.000,0.000,0.000,0.000,0.000,0.000
99925.850,99923.230,99919.840,99910.890,0.000,0.000,0.000,0.000,0.000,0.000
99993.340,99989.280,99985.480,99974.330,0.000,0.000,0.000,0.000,0.000,0.000
100088.700,100084.200,100079.300,100066.000,0.000,0.000,0.000,0.000,0.000,0.000
100012.300,100007.400,100002.300,99987.340,0.000,0.000,0.000,0.000,0.000,0.000
99848.980,99843.450,99839.090,99823.440,0.000,0.000,0.000,0.000,0.000,0.000
99885.530,99881.450,99876.530,99861.800,0.000,0.000,0.000,0.000,0.000,0.000
100102.100,100097.800,100093.400,100080.500,0.000,0.000,0.000,0.000,0.000,0.000
100141.100,100137.000,100134.200,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.150,99911.920,99909.770,99901.890,0.000,0.000,0.000,0.000,0.000,0.000
99793.100,99792.140,99790.410,99787.330,0.000,0.000,0.000,0.000,0.000,0.000
99990.100,99990.300,99990.970,99990.720,0.000,0.000,0.000,0.000,0.000,0.000
100188.100,100189.300,100190.600,100194.400,0.000,0.000,0.000,0.000,0.000,0.000
100066.600,100069.000,100071.000,100078.400,0.000,0.000,0.000,0.000,0.000,0.000
99840.000,99844.200,99846.880,99857.630,0.000,0.000,0.000,0.000,0.000,0.000
99878.640,99882.860,99887.550,99900.490,0.000,0.000,0.000,0.000,0.000,0.000
100095.400,100099.500,100104.800,100119.000,0.000,0.000,0.000,0.000,0.000,0.000
100132.800,100137.900,100142.300,100157.800,0.000,0.000,0.000,0.000,0.000,0.000
99968.880,99973.200,99978.450,99992.770,0.000,0.000,0.000,0.000,0.000,0.000
99892.140,99896.650,99901.330,99915.570,0.000,0.000,0.000,0.000,0.000,0.000
99987.890,99991.830,99995.220,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100055.400,100058.100,100061.100,100069.900,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100014.300,100015.700,100021.300,0.000,0.000,0.000,0.000,0.000,0.000
99981.840,99982.230,99983.730,99985.040,0.000,0.000,0.000,0.000,0.000,0.000
99998.550,99998.180,99997.300,99996.230,0.000,0.000,0.000,0.000,0.000,0.000
99968.900,99966.790,99965.410,99959.800,0.000,0.000,0.000,0.000,0.000,0.000
99925.630,99923.130,99919.520,99910.950,0.000,0.000,0.000,0.000,0.000,0.000
99993.880,99990.030,99985.420,99973.840,0.000,0.000,0.000,0.000,0.000,0.000
100088.700,100083.700,100079.700,100065.500,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100007.700,100002.200,99987.590,0.000,0.000,0.000,0.000,0.000,0.000
99848.640,99843.230,99838.500,99823.350,0.000,0.000,0.000,0.000,0.000,0.000
99886.090,99880.680,99876.560,99862.330,0.000,0.000,0.000,0.000,0.000,0.000
100101.800,100097.500,100094.000,100081.100,0.000,0.000,0.000,0.000,0.000,0.000
100141.100,100137.000,100133.500,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99913.990,99912.200,99909.700,99901.890,0.000,0.000,0.000,0.000,0.000,0.000
99793.100,99791.670,99790.770,99786.700,0.000,0.000,0.000,0.000,0.000,0.000
99990.550,99990.140,99990.580,99990.910,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100189.300,100190.500,100194.000,0.000,0.000,0.000,0.000,0.000,0.000
100066.400,100069.400,100071.400,100078.700,0.000,0.000,0.000,0.000,0.000,0.000
99840.830,99843.880,99846.720,99857.180,0.000,0.000,0.000,0.000,0.000,0.000
99878.510,99883.020,99886.930,99900.300,0.000,0.000,0.000,0.000,0.000,0.000
100095.600,100099.900,100104.400,100118.900,0.000,0.000,0.000,0.000,0.000,0.000
100132.000,100137.200,100142.000,100157.800,0.000,0.000,0.000,0.000,0.000,0.000
99968.200,99973.090,99978.700,99992.910,0.000,0.000,0.000,0.000,0.000,0.000
99892.560,99896.690,99901.800,99915.280,0.000,0.000,0.000,0.000,0.000,0.000
99987.510,99991.660,99995.250,100006.900,0.000,0.000,0.000,0.000,0.000,0.000
100055.200,100058.100,100061.000,100069.400,0.000,0.000,0.000,0.000,0.000,0.000
100012.600,100014.300,100015.900,100021.400,0.000,0.000,0.000,0.000,0.000,0.000
99982.280,99982.620,99982.850,99984.880,0.000,0.000,0.000,0.000,0.000,0.000
99998.720,99998.710,99997.520,99995.350,0.000,0.000,0.000,0.000,0.000,0.000
99969.180,99966.480,99965.370,99959.930,0.000,0.000,0.000,0.000,0.000,0.000
99925.910,99923.090,99919.800,99910.840,0.000,0.000,0.000,0.000,0.000,0.000
99993.080,99989.290,99985.310,99974.630,0.000,0.000,0.000,0.000,0.000,0.000
100088.900,100083.900,100079.600,100065.500,0.000,0.000,0.000,0.000,0.000,0.000
100012.700,100007.400,100002.200,99987.730,0.000,0.000,0.000,0.000,0.000,0.000
99848.170,99843.310,99838.810,99823.580,0.000,0.000,0.000,0.000,0.000,0.000
99886.220,99881.230,99876.130,99862.270,0.000,0.000,0.000,0.000,0.000,0.000
100101.600,100097.900,100094.000,100081.000,0.000,0.000,0.000,0.000,0.000,0.000
100140.900,100137.300,100134.000,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.870,99912.110,99909.100,99902.690,0.000,0.000,0.000,0.000,0.000,0.000
99792.810,99791.590,99791.040,99787.050,0.000,0.000,0.000,0.000,0.000,0.000
99990.650,99990.590,99990.530,99990.230,0.000,0.000,0.000,0.000,0.000,0.000
100188.100,100189.400,100190.200,100194.500,0.000,0.000,0.000,0.000,0.000,0.000
100066.900,100069.500,100071.900,100078.900,0.000,0.000,0.000,0.000,0.000,0.000
99840.200,99843.610,99846.720,99857.910,0.000,0.000,0.000,0.000,0.000,0.000
99878.900,99883.360,99887.050,99900.090,0.000,0.000,0.000,0.000,0.000,0.000
100094.900,100099.900,100104.300,100118.800,0.000,0.000,0.000,0.000,0.000,0.000
100132.700,100137.200,100142.100,100157.000,0.000,0.000,0.000,0.000,0.000,0.000
99968.480,99973.350,99978.140,99993.520,0.000,0.000,0.000,0.000,0.000,0.000
99892.380,99896.650,99901.920,99914.970,0.000,0.000,0.000,0.000,0.000,0.000
99987.110,99990.910,99994.740,100006.600,0.000,0.000,0.000,0.000,0.000,0.000
100054.900,100057.700,100061.400,100070.100,0.000,0.000,0.000,0.000,0.000,0.000
100012.300,100014.500,100015.500,100021.600,0.000,0.000,0.000,0.000,0.000,0.000
99982.190,99982.300,99983.270,99985.250,0.000,0.000,0.000,0.000,0.000,0.000
99998.510,99998.210,99997.590,99995.440,0.000,0.000,0.000,0.000,0.000,0.000
99968.650,99966.580,99965.000,99959.390,0.000,0.000,0.000,0.000,0.000,0.000
99925.840,99922.570,99919.980,99911.060,0.000,0.000,0.000,0.000,0.000,0.000
99993.710,99989.270,99985.700,99974.040,0.000,0.000,0.000,0.000,0.000,0.000
100088.500,100084.200,100079.700,100065.700,0.000,0.000,0.000,0.000,0.000,0.000
100012.500,100007.800,100002.300,99987.500,0.000,0.000,0.000,0.000,0.000,0.000
99848.780,99843.540,99838.890,99824.030,0.000,0.000,0.000,0.000,0.000,0.000
99885.650,99881.260,99876.440,99861.880,0.000,0.000,0.000,0.000,0.000,0.000
100102.400,100098.000,100093.800,100081.300,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100137.400,100134.200,100124.000,0.000,0.000,0.000,0.000,0.000,0.000
99914.480,99912.130,99909.840,99901.910,0.000,0.000,0.000,0.000,0.000,0.000
99793.160,99791.760,99790.150,99786.840,0.000,0.000,0.000,0.000,0.000,0.000
99990.520,99990.730,99990.070,99990.820,0.000,0.000,0.000,0.000,0.000,0.000
100187.600,100188.700,100190.800,100193.800,0.000,0.000,0.000,0.000,0.000,0.000
100066.300,100068.800,100071.400,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.230,99843.800,99846.750,99857.820,0.000,0.000,0.000,0.000,0.000,0.000
99879.070,99882.930,99887.450,99899.660,0.000,0.000,0.000,0.000,0.000,0.000
100095.000,100099.900,100104.800,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.800,100137.800,100142.700,100157.800,0.000,0.000,0.000,0.000,0.000,0.000
99968.200,99973.200,99978.570,99992.960,0.000,0.000,0.000,0.000,0.000,0.000
99892.490,99896.940,99901.510,99915.250,0.000,0.000,0.000,0.000,0.000,0.000
99987.590,99991.630,99994.790,100007.200,0.000,0.000,0.000,0.000,0.000,0.000
100055.400,100058.100,100061.300,100069.700,0.000,0.000,0.000,0.000,0.000,0.000
100011.900,100014.500,100015.900,100021.000,0.000,0.000,0.000,0.000,0.000,0.000
99982.190,99983.130,99983.320,99985.020,0.000,0.000,0.000,0.000,0.000,0.000
99999.290,99998.740,99997.210,99996.240,0.000,0.000,0.000,0.000,0.000,0.000
99968.280,99966.550,99965.490,99959.330,0.000,0.000,0.000,0.000,0.000,0.000
99925.550,99923.290,99919.610,99911.640,0.000,0.000,0.000,0.000,0.000,0.000
99993.580,99989.300,99985.820,99973.770,0.000,0.000,0.000,0.000,0.000,0.000
100088.100,100083.900,100079.200,100066.100,0.000,0.000,0.000,0.000,0.000,0.000
100012.100,100007.600,100002.400,99988.200,0.000,0.000,0.000,0.000,0.000,0.000
99848.950,99843.450,99838.900,99824.150,0.000,0.000,0.000,0.000,0.000,0.000
99885.800,99881.370,99876.260,99861.770,0.000,0.000,0.000,0.000,0.000,0.000
100102.200,100097.600,100093.500,100080.900,0.000,0.000,0.000,0.000,0.000,0.000
100140.400,100137.100,100133.800,100123.500,0.000,0.000,0.000,0.000,0.000,0.000
99914.700,99912.240,99909.700,99902.730,0.000,0.000,0.000,0.000,0.000,0.000
99792.980,99792.090,99790.890,99787.360,0.000,0.000,0.000,0.000,0.000,0.000
99990.350,99990.460,99990.900,99990.080,0.000,0.000,0.000,0.000,0.000,0.000
100188.000,100189.300,100190.000,100193.800,0.000,0.000,0.000,0.000,0.000,0.000
100066.800,100068.700,100071.100,100078.900,0.000,0.000,0.000,0.000,0.000,0.000
99840.200,99844.170,99847.530,99857.430,0.000,0.000,0.000,0.000,0.000,0.000
99878.970,99883.680,99887.220,99899.870,0.000,0.000,0.000,0.000,0.000,0.000
100095.400,100099.500,100104.900,100119.100,0.000,0.000,0.000,0.000,0.000,0.000
100131.900,100137.800,100141.900,100157.300,0.000,0.000,0.000,0.000,0.000,0.000
99968.130,99973.420,99978.450,99992.800,0.000,0.000,0.000,0.000,0.000,0.000
99892.660,99897.420,99901.790,99915.680,0.000,0.000,0.000,0.000,0.000,0.000
99987.870,99991.190,99995.280,100006.300,0.000,0.000,0.000,0.000,0.000,0.000
100054.800,100057.800,100061.300,100069.500,0.000,0.000,0.000,0.000,0.000,0.000
100012.000,100014.400,100015.500,100021.900,0.000,0.000,0.000,0.000,0.000,0.000
99982.510,99982.380,99983.230,99985.100,0.000,0.000,0.000,0.000,0.000,0.000
99998.840,99998.270,99997.380,99995.530,0.000,0.000,0.000,0.000,0.000,0.000
99968.920,99966.570,99964.660,99959.780,0.000,0.000,0.000,0.000,0.000,0.000
99925.950,99923.130,99919.660,99910.910,0.000,0.000,0.000,0.000,0.000,0.000
99993.630,99990.090,99985.380,99974.260,0.000,0.000,0.000,0.000,0.000,0.000
100088.200,100084.300,100079.500,100065.500,0.000,0.000,0.000,0.000,0.000,0.000
100012.300,100007.200,100002.200,99987.880,0.000,0.000,0.000,0.000,0.000,0.000
99848.410,99843.800,99838.570,99823.300,0.000,0.000,0.000,0.000,0.000,0.000
99886.210,99880.730,99876.350,99862.450,0.000,0.000,0.000,0.000,0.000,0.000
100102.500,100097.400,100093.800,100080.500,0.000,0.000,0.000,0.000,0.000,0.000
100140.800,100137.100,100133.600,100123.700,0.000,0.000,0.000,0.000,0.000,0.000
99914.090,99912.290,99909.500,99902.300,0.000,0.000,0.000,0.000,0.000,0.000
99792.630,99791.910,99790.570,99786.710,0.000,0.000,0.000,0.000,0.000,0.000
99990.730,99990.520,99990.650,99990.050,0.000,0.000,0.000,0.000,0.000,0.000
100187.900,100188.800,100190.800,100193.800,0.000,0.000,0.000,0.000,0.000,0.000
100066.500,100069.200,100071.900,100079.100,0.000,0.000,0.000,0.000,0.000,0.000
99840.530,99844.190,99847.580,99857.450,0.000,0.000,0.000,0.000,0.000,0.000
99878.710,99883.040,99887.180,99900.130,0.000,0.000,0.000,0.000,0.000,0.000
100094.900,100099.400,100105.100,100119.300,0.000,0.000,0.000,0.000,0.000,0.000
100132.500,100137.800,100142.900,100157.500,0.000,0.000,0.000,0.000,0.000,0.000
99968.930,99973.670,99978.480,99993.440,0.000,0.000,0.000,0.000,0.000,0.000
99892.330,99896.740,99901.550,99915.020,0.000,0.000,0.000,0.000,0.000,0.000
99987.480,99991.310,99995.050,100007.100,0.000,0.000,0.000,0.000,0.000,0.000
100054.800,100058.200,100061.300,100070.300,0.000,0.000,0.000,0.000,0.000,0.000
100012.200,100013.900,100015.400,100021.200,0.000,0.000,0.000,0.000,0.000,0.000
99982.510,99983.150,99983.050,99985.390,0.000,0.000,0.000,0.000,0.000,0.000
99998.700,99998.700,99997.230,99996.010,0.000,0.000,0.000,0.000,0.000,0.000
99968.830,99967.200,99965.050,99959.660,0.000,0.000,0.000,0.000,0.000,0.000
99925.570,99922.730,99919.800,99911.380,0.000,0.000,0.000,0.000,0.000,0.000
99993.070,99989.290,99986.000,99974.270,0.000,0.000,0.000,0.000,0.000,0.000
100088.400,100084.000,100078.900,100066.100,0.000,0.000,0.000,0.000,0.000,0.000
